history_id,employee_id,change_date,new_salary
998,385,2020-07-06,99446
999,386,2018-06-29,53913
1000,386,2019-04-04,86404
1001,386,2020-11-03,92951
1002,386,2024-12-25,94476
1003,387,2020-10-27,58830
1004,388,2008-04-12,55925
1005,388,2013-10-14,73393
1006,388,2024-11-30,92260
1007,389,2024-07-28,39888
1008,389,2025-06-22,41028
1009,389,2025-09-02,53917
1010,390,2018-08-27,50644
1011,390,2019-01-06,98929
1012,391,2022-03-29,58630
1013,391,2022-04-18,81894
1014,391,2024-07-21,90351
1015,392,2015-06-02,93858
1016,392,2017-01-27,115089
1017,392,2024-03-17,115718
1018,393,2022-12-19,103659
1019,393,2026-01-20,107466
1020,394,2019-07-08,40055
1021,394,2022-08-18,42894
1022,394,2025-03-20,43037
1023,395,2024-02-13,68597
1024,395,2026-01-08,71552
1025,396,2018-12-04,50107
1026,396,2019-11-02,54797
1027,396,2020-03-08,75121
1028,396,2023-12-19,76877
1029,397,2018-06-04,53292
1030,397,2018-09-06,110345
1031,398,2008-05-28,55663
1032,398,2012-02-01,67541
1033,398,2020-01-25,74664
1034,399,2024-07-03,32122
1035,399,2024-08-19,67190
1036,399,2025-06-27,80517
1037,399,2026-01-01,92505
1038,400,2025-01-24,112512
1039,401,2005-06-11,136011
1040,401,2008-04-25,140191
1041,402,2019-01-04,33411
1042,402,2019-05-15,37238
1043,402,2020-09-02,48531
1044,402,2022-06-26,50959
1045,402,2023-05-02,55572
1046,403,2019-09-05,40198
1047,403,2020-02-19,48434
1048,403,2020-07-16,73406
1049,403,2021-10-09,127693
1050,403,2023-07-13,144188
1051,404,2017-06-05,50939
1052,404,2025-04-14,66090
1053,405,2017-08-08,57961
1054,406,1999-08-25,32907
1055,406,2007-06-12,53231
1056,406,2010-12-12,56924
1057,406,2023-11-23,59521
1058,407,2023-01-02,53897
1059,407,2023-03-17,59053
1060,407,2023-05-05,61299
1061,408,2009-11-13,30746
1062,408,2023-09-12,84089
1063,409,1997-10-06,62707
1064,409,2007-07-21,146921
1065,410,2013-10-28,63640
1066,410,2019-12-19,75938
1067,410,2022-11-07,116507
1068,411,2016-05-07,30167
1069,411,2021-01-13,36310
1070,411,2024-09-19,102205
1071,412,2023-12-15,57502
1072,412,2025-03-25,69824
1073,413,2016-10-16,76036
1074,413,2018-09-25,79638
1075,413,2019-10-08,84266
1076,413,2020-03-08,94629
1077,413,2023-08-10,122447
1078,414,2012-06-04,43294
1079,414,2015-10-08,92847
1080,414,2024-05-26,115047
1081,415,2007-10-27,67883
1082,415,2008-05-30,72661
1083,415,2008-08-30,94890
1084,416,2012-05-03,51319
1085,416,2019-09-27,59567
1086,416,2021-12-13,105774
1087,417,2018-10-14,34379
1088,417,2020-04-30,107984
1089,418,2026-03-03,50887
1090,418,2026-04-05,89391
1091,419,1989-10-13,36863
1092,419,2025-12-18,84869
1093,420,2026-04-12,103462
1094,421,1991-05-25,79124
1095,422,1987-11-22,125942
1096,422,2023-10-30,132392
1097,423,2016-12-07,102888
1098,424,2012-10-25,33050
1099,424,2018-11-10,41073
1100,424,2020-01-23,49465
1101,424,2020-06-01,50107
1102,424,2024-04-27,55974
1103,425,2023-06-11,34062
1104,425,2024-07-09,86534
1105,425,2025-04-08,122340
1106,425,2025-12-23,141327
1107,426,2019-04-01,40295
1108,426,2019-07-02,40813
1109,426,2020-04-09,58455
1110,426,2020-12-26,69801
1111,426,2023-06-20,85398
1112,427,2007-09-04,66485
1113,428,2011-10-28,36225
1114,428,2021-05-15,54316
1115,429,2025-10-22,102628
1116,429,2025-10-24,123616
1117,430,2024-04-30,100795
1118,430,2024-10-01,125679
1119,430,2025-01-14,134025
1120,431,1995-07-06,66899
1121,431,2018-05-05,112135
1122,432,2019-11-02,42571
1123,432,2021-07-16,125267
1124,433,2013-07-21,77409
1125,434,2025-01-03,40065
1126,434,2025-11-11,62174
1127,434,2026-04-19,70437
1128,435,2025-11-19,149786
1129,436,2022-04-26,143279
1130,437,2019-11-28,41214
1131,438,2021-08-24,61478
1132,438,2022-12-23,69335
1133,438,2023-10-22,70965
1134,438,2025-05-20,77298
1135,439,1995-10-07,104738
1136,440,2009-10-22,65272
1137,441,1993-05-06,134188
1138,442,2001-01-30,40739
1139,442,2015-12-19,114420
1140,443,2009-08-03,45139
1141,443,2024-09-21,107538
1142,444,2023-03-31,43024
1143,444,2024-12-01,58430
1144,445,2008-01-02,73321
1145,445,2022-11-12,74181
1146,446,2023-10-09,72065
1147,446,2024-05-27,79576
1148,447,2015-06-21,36058
1149,447,2016-10-23,42157
1150,447,2021-06-23,48142
1151,448,1996-04-26,54455
1152,448,1998-07-01,78418
1153,448,2014-03-02,88428
1154,448,2016-03-23,129925
1155,449,2004-05-10,120560
1156,450,2012-10-12,38631
1157,450,2016-11-14,60078
1158,451,2025-03-09,47600
1159,451,2025-06-24,94505
1160,452,2018-11-05,49808
1161,452,2024-10-17,128596
1162,452,2026-02-08,129173
1163,453,2019-10-27,32808
1164,453,2019-12-24,33168
1165,453,2023-11-10,50237
1166,454,2025-02-01,57131
1167,454,2025-02-25,65484
1168,454,2025-03-17,66497
1169,455,2025-12-14,31998
1170,455,2026-02-03,37455
1171,455,2026-03-02,48140
1172,455,2026-03-04,49324
1173,455,2026-03-06,55235
1174,456,2015-02-01,84870
1175,456,2016-10-15,98495
1176,456,2020-05-15,100190
1177,456,2020-09-14,106895
1178,457,2009-06-30,92236
1179,457,2019-07-09,105066
1180,457,2020-02-28,107272
1181,458,2025-12-25,40348
1182,458,2025-12-29,69171
1183,458,2026-01-07,92424
1184,458,2026-01-16,100604
1185,459,2025-08-30,141927
1186,459,2025-09-18,147014
1187,460,2011-04-06,38226
1188,460,2018-11-12,39358
1189,460,2021-04-09,45936
1190,461,2018-01-06,33941
1191,461,2019-01-27,34831
1192,461,2021-12-28,35664
1193,461,2022-02-22,44714
1194,461,2023-09-07,47897
1195,462,2005-06-18,38269
1196,462,2006-02-17,40955
1197,462,2006-09-25,42630
1198,462,2014-01-17,43886
1199,462,2014-05-26,77629
1200,463,2024-08-22,89081
1201,464,1999-07-14,50518
1202,465,2010-04-17,39691
1203,465,2014-04-22,43232
1204,465,2020-04-02,63392
1205,466,2011-09-14,63801
1206,466,2020-12-14,71910
1207,466,2021-02-03,125302
1208,466,2024-10-08,139113
1209,467,2026-04-02,38783
1210,467,2026-04-05,41406
1211,467,2026-04-29,80868
1212,467,2026-05-02,82082
1213,467,2026-05-05,95591
1214,468,2018-01-17,48101
1215,468,2020-05-03,64058
1216,468,2023-12-20,85371
1217,469,2005-11-15,144486
1218,469,2025-05-29,146099
1219,470,2012-12-20,67011
1220,471,2012-01-05,98493
1221,471,2012-01-23,107014
1222,471,2017-05-15,118352
1223,472,2024-02-07,44748
1224,472,2024-05-19,84321
1225,472,2025-02-28,97535
1226,473,2013-08-13,106046
1227,474,2025-04-03,43133
1228,474,2025-08-14,106372
1229,474,2025-12-04,115690
1230,475,1990-10-20,36618
1231,475,1993-05-18,48749
1232,475,1993-09-05,65103
1233,475,2008-03-10,66876
1234,475,2024-12-13,68972
1235,476,2021-12-07,64620
1236,476,2024-06-18,80206
1237,476,2025-04-17,83856
1238,476,2026-02-27,117550
1239,477,2026-02-01,34910
1240,477,2026-03-31,92003
1241,477,2026-04-18,104962
1242,478,2005-10-18,81777
1243,479,2023-05-25,56327
1244,479,2025-08-24,64101
1245,480,1995-09-19,132743
1246,481,2014-03-22,45569
1247,481,2018-01-09,51724
1248,481,2022-08-09,75253
1249,481,2025-02-01,94090
1250,482,1980-10-03,71831
1251,483,2020-04-07,47601
1252,483,2025-10-11,88637
1253,484,2024-09-18,31325
1254,484,2024-11-07,49861
1255,484,2025-02-19,52142
1256,484,2025-09-12,75187
1257,485,2020-02-02,46109
1258,485,2025-02-09,49539
1259,486,2013-10-06,36436
1260,486,2015-10-23,38807
1261,486,2021-03-25,44939
1262,486,2025-06-02,68444
1263,487,2007-11-01,37259
1264,487,2021-12-09,42009
1265,488,1992-08-05,47656
1266,488,2005-08-07,51028
1267,488,2013-02-09,71797
1268,489,2010-02-17,69647
1269,489,2019-08-07,72307
1270,489,2022-11-20,82154
1271,490,1986-11-27,80425
1272,491,2020-03-25,43342
1273,491,2022-09-20,52924
1274,492,2021-08-13,63849
1275,492,2022-06-26,79774
1276,492,2025-02-09,88589
1277,493,2019-02-22,37367
1278,493,2019-12-28,97537
1279,493,2020-05-28,133742
1280,493,2022-05-23,137157
1281,494,2022-12-11,115909
1282,495,2017-01-30,63213
1283,495,2020-10-04,70149
1284,496,2010-11-11,98719
1285,496,2019-02-10,112173
1286,497,1996-11-10,33794
1287,497,1998-07-13,52772
1288,497,2006-08-12,55265
1289,497,2013-05-12,100401
1290,498,2014-07-12,31888
1291,498,2019-01-20,36577
1292,498,2022-09-09,57426
1293,498,2024-03-29,58344
1294,499,2020-09-07,89827
1295,499,2022-10-18,108674
1296,500,2017-11-30,140183
